TEAM_ID,MISSION_TIME,PACKET_CNT,ALTITUDE,PRESSURE,TEMP,VOLTAGE,GPSTIME,GPSLAT,GPSLONG,GPSALT,GPSSAT,TILTX,TILTY,TILTZ,SOFTWARE_STATE
1138,11:18:14,1,0.1,98.8,23.8,6.2,151814,43.78273,-79.466392,208.8,6.0,-0.01,0.05,-0.02,1
1138,11:19:40,2,0.3,98.8,23.6,6.2,151939,43.7826,-79.466339,183.9,6.0,0.1,0.05,0.14,1
1138,11:19:44,3,0.3,98.8,23.7,6.2,151943,43.782585,-79.466346,184.2,5.0,0.12,0.04,0.14,1
1138,11:19:45,4,0.8,98.8,23.7,6.2,151944,43.782585,-79.466339,183.5,5.0,0.12,0.03,0.15,1
1138,11:19:47,5,1.1,98.8,23.6,6.2,151947,43.782585,-79.466339,182.6,6.0,0.14,0.02,0.18,1
1138,11:19:48,6,0.9,98.8,23.7,6.2,151948,43.782588,-79.466346,183.2,6.0,0.14,0.01,0.19,1
1138,11:19:49,7,-0.0,98.8,23.7,6.2,151949,43.782592,-79.466346,183.5,6.0,0.14,-0.0,0.19,1
1138,11:19:50,8,0.5,98.8,23.7,6.2,151950,43.782596,-79.466346,184.0,6.0,0.14,-0.01,0.2,1
1138,11:19:51,9,0.8,98.8,23.7,6.2,151951,43.782596,-79.466346,183.8,6.0,0.14,-0.0,0.21,1
1138,11:20:00,10,0.3,98.8,23.6,6.2,152000,43.782619,-79.466339,186.5,6.0,0.04,0.12,-0.07,1
1138,11:20:01,11,0.2,98.8,23.7,6.2,152001,43.782619,-79.466339,186.4,6.0,0.04,0.12,-0.06,1
1138,11:20:06,12,0.1,98.8,23.7,6.2,152006,43.782623,-79.466339,185.9,6.0,0.04,0.13,-0.05,1
1138,11:20:08,13,0.4,98.8,23.7,6.2,152007,43.782623,-79.466339,186.0,6.0,0.04,0.13,-0.04,1
1138,11:20:08,14,0.2,98.8,23.7,6.2,152008,43.782623,-79.466339,185.7,6.0,0.04,0.14,-0.04,1
1138,11:20:10,15,0.3,98.8,23.7,6.2,152010,43.782619,-79.466339,185.5,6.0,0.03,0.14,-0.03,1
1138,11:20:14,16,0.6,98.8,23.7,6.2,152014,43.78263,-79.466339,186.4,6.0,0.02,0.15,-0.03,1
1138,11:20:16,17,0.1,98.8,23.7,6.2,152015,43.78263,-79.466339,186.4,6.0,0.0,0.14,-0.02,1
