TEAM_ID,MISSION_TIME,PACKET_CNT,ALTITUDE,PRESSURE,TEMP,VOLTAGE,GPSTIME,GPSLAT,GPSLONG,GPSALT,GPSSAT,TILTX,TILTY,TILTZ,SOFTWARE_STATE
1138,10:39:41,1,-0.2,98.9,22.3,6.1,143940,43.782638,-79.466361,198.5,3.0,-1.48,0.07,-0.23,1
1138,10:39:42,2,-0.2,98.9,22.3,6.1,143941,43.782646,-79.466384,199.0,3.0,-1.29,0.11,-0.19,1
1138,10:39:43,3,-0.1,98.9,22.3,6.1,143942,43.782653,-79.4664,199.3,3.0,-1.33,-0.12,-0.1,1
1138,10:39:44,4,-0.1,98.9,22.3,6.1,143943,43.782669,-79.46643,198.9,4.0,-1.29,-1.46,-0.08,1
1138,10:39:45,5,-0.2,98.9,22.3,6.1,143944,43.782657,-79.466392,199.0,4.0,-1.29,-1.48,-0.06,1
1138,10:39:47,6,-0.1,98.9,22.3,6.1,143945,43.782657,-79.466384,199.1,4.0,-1.29,-1.49,-0.05,1
1138,10:39:48,7,-0.7,98.9,22.3,6.1,143946,43.782649,-79.466369,199.6,4.0,-1.29,-1.5,-0.03,1
1138,10:39:49,8,-0.2,98.9,22.3,6.1,143947,43.782634,-79.466316,199.8,4.0,-1.31,-1.51,-0.02,1
1138,10:39:50,9,-0.3,98.9,22.3,6.2,143948,43.782634,-79.466331,200.1,4.0,-1.32,-1.52,-0.02,1
1138,10:39:51,10,-0.3,98.9,22.3,6.1,143949,43.782627,-79.466308,200.3,4.0,-1.33,-1.54,-0.01,1
1138,10:39:52,11,-0.5,98.9,22.3,6.1,143950,43.782619,-79.466285,200.5,4.0,-1.35,-1.53,0.01,1
1138,10:39:53,12,-0.4,98.9,22.3,6.1,143951,43.782604,-79.466247,200.7,4.0,-1.36,-1.52,0.02,1
1138,10:39:54,13,-0.1,98.9,22.3,6.1,143952,43.7826,-79.466232,201.3,4.0,-1.37,-1.53,0.04,1
1138,10:39:55,14,-0.3,98.9,22.3,6.1,143953,43.7826,-79.466224,201.5,4.0,-1.38,-1.55,0.06,1
1138,10:39:56,15,-0.3,98.9,22.3,6.1,143954,43.782604,-79.466232,202.0,4.0,-1.39,-1.54,0.07,1
1138,10:39:57,16,-0.2,98.9,22.3,6.1,143955,43.782604,-79.466224,202.5,4.0,-1.4,-1.54,0.08,1
1138,10:39:59,17,-0.4,98.9,22.3,6.1,143956,43.782604,-79.466217,203.4,4.0,-1.41,-1.55,0.08,1
1138,10:40:00,18,-0.3,98.9,22.3,6.1,143957,43.782611,-79.466217,204.3,4.0,-1.42,-1.55,0.09,1
1138,10:40:01,19,-0.5,98.9,22.3,6.1,143958,43.782615,-79.466217,205.2,4.0,-1.43,-1.55,0.1,1
1138,10:40:02,20,-0.0,98.9,22.3,6.1,143959,43.782619,-79.466224,206.0,4.0,-1.45,-1.51,0.11,1
1138,10:40:03,21,-0.3,98.9,22.3,6.1,144000,43.782615,-79.466209,205.8,4.0,-1.46,-1.51,0.12,1
1138,10:40:04,22,-0.2,98.9,22.3,6.2,144001,43.782615,-79.466194,205.8,4.0,-1.47,-1.52,0.13,1
