TEAM_ID,MISSION_TIME,PACKET_CNT,ALTITUDE,PRESSURE,TEMP,VOLTAGE,GPSTIME,GPSLAT,GPSLONG,GPSALT,GPSSAT,TILTX,TILTY,TILTZ,SOFTWARE_STATE
1138,17:23:37,1,-0.5,99.2,24.7,7.2,212337,43.782684,-79.4663,191.0,8.0,-0.03,-0.15,0.02,1
1138,17:24:17,2,-0.0,99.2,24.5,7.0,212416,43.782703,-79.466285,182.4,8.0,0.07,0.09,-0.03,1
1138,17:26:07,3,0.6,99.2,24.5,6.8,0,0.0,0.0,0.0,0.0,0.09,-0.02,0.06,1
1138,17:26:16,4,-0.2,99.2,24.5,6.8,0,0.0,0.0,0.0,0.0,0.17,0.04,-0.13,1
1138,17:28:06,5,-0.3,99.2,24.9,6.6,0,0.0,0.0,0.0,0.0,-1.14,-2.32,-0.46,1
1138,17:28:08,6,-0.1,99.2,24.9,6.7,0,0.0,0.0,0.0,0.0,-1.13,-2.49,-0.47,1
1138,17:28:09,7,-0.5,99.2,24.9,6.7,0,0.0,0.0,0.0,0.0,-1.2,-2.63,-0.49,1
1138,17:28:10,8,-0.1,99.2,24.8,6.6,0,0.0,0.0,0.0,0.0,-1.25,-2.77,-0.51,1
1138,17:28:11,9,-0.2,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.3,-2.91,-0.52,1
1138,17:28:12,10,-0.1,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.36,-3.06,-0.55,1
1138,17:28:13,11,0.2,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.42,-3.21,-0.56,1
1138,17:28:14,12,-0.2,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.47,-3.35,-0.58,1
1138,17:28:16,13,-0.5,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.53,-3.5,-0.6,1
1138,17:28:17,14,-0.2,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.6,-3.65,-0.62,1
1138,17:28:18,15,0.1,99.2,24.8,6.6,0,0.0,0.0,0.0,0.0,-1.66,-3.8,-0.64,1
1138,17:28:19,16,-0.1,99.2,24.8,6.6,0,0.0,0.0,0.0,0.0,-1.72,-3.95,-0.66,1
1138,17:28:20,17,-0.3,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.78,-4.11,-0.68,1
1138,17:28:21,18,0.1,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.83,-4.26,-0.7,1
1138,17:28:22,19,0.0,99.2,24.8,6.7,0,0.0,0.0,0.0,0.0,-1.9,-4.4,-0.72,1
1138,17:28:24,20,0.2,99.2,24.8,6.6,0,0.0,0.0,0.0,0.0,-1.94,-4.56,-0.74,1
