TEAM_ID,MISSION_TIME,PACKET_CNT,ALTITUDE,PRESSURE,TEMP,VOLTAGE,GPSTIME,GPSLAT,GPSLONG,GPSALT,GPSSAT,TILTX,TILTY,TILTZ,SOFTWARE_STATE
1138,17:54:24,1,-0.2,99.1,24.2,6.1,215423,43.782722,-79.466453,210.1,7.0,5.54,15.01,1.0,1
1138,17:54:25,2,0.6,99.1,24.2,6.2,215424,43.782722,-79.466445,209.4,7.0,5.55,15.0,0.98,1
1138,17:54:26,3,0.1,99.1,24.2,6.1,215425,43.782718,-79.466445,208.6,7.0,5.56,14.99,0.97,1
1138,17:54:28,4,0.2,99.1,24.2,6.2,215426,43.782718,-79.466445,208.0,7.0,5.57,14.98,0.94,1
1138,17:54:29,5,0.6,99.1,24.2,6.1,215427,43.782718,-79.466438,207.4,7.0,5.58,14.97,0.93,1
1138,17:54:30,6,0.8,99.1,24.2,6.1,215428,43.782714,-79.466438,206.8,7.0,5.59,14.96,0.91,1
1138,17:54:31,7,0.6,99.1,24.2,6.2,215429,43.782714,-79.466438,206.1,7.0,5.6,14.95,0.9,1
1138,17:54:32,8,0.6,99.1,24.2,6.2,215430,43.782714,-79.46643,205.4,7.0,5.6,14.93,0.87,1
1138,17:54:33,9,0.4,99.1,24.2,6.2,215431,43.782711,-79.46643,204.6,7.0,5.61,14.93,0.85,1
1138,17:54:35,10,0.6,99.1,24.2,6.1,215432,43.782711,-79.46643,204.0,7.0,5.61,14.93,0.83,1
